"","Cues","Targets","Forward.Strength","Mediated.Strength"
"3319","DETERIORATE","DISINTEGRATE",0.041,0.002
"3320","DETERMINE","ANSWER",0.029,0.003
"3321","DETERMINE","CONCLUDE",0.043,0.003
"3322","DETERMINE","DECIDE",0.144,0.004
"3323","DETERMINE","FIGURE",0.129,0.003
"3324","DEVELOP","CHILDREN",0.036,0
"3325","DEVELOP","MATURE",0.093,0.008
"3326","DEVELOP","PICTURE",0.029,0.003
"3327","DEVELOPMENT","BUILDING",0.048,0.005
"3328","DEVELOPMENT","CHILDREN",0.041,0.001
"3329","DEVELOPMENT","GROWTH",0.204,0
"3330","DEVELOPMENT","HOUSING",0.054,0
"3331","DEVELOPMENT","PSYCHOLOGY",0.041,0
"3332","DEVICE","CONTRAPTION",0.034,0
"3333","DEVICE","CONTROL",0.027,0
"3334","DEVICE","GADGET",0.081,0
"3335","DEVICE","INSTRUMENT",0.027,0.004
"3336","DEVICE","MACHINE",0.027,0.014
"3337","DEVICE","MECHANICAL",0.068,0.001
"3338","DEVICE","OBJECT",0.068,0.009
"3339","DEVICE","REMOTE",0.041,0
"3340","DEW","MORNING",0.155,0
"3341","DEW","MOUNTAIN",0.047,0
"3342","DIAGRAM","DRAWING",0.107,0.003
"3343","DIAGRAM","PICTURE",0.293,0.029
"3344","DIAGRAM","SKETCH",0.033,0.015
"3345","DIAL","TELEPHONE",0.091,0.003
"3346","DIAMETER","ACROSS",0.027,0
"3347","DIAMETER","AROUND",0.041,0
"3348","DIAMETER","CIRCLE",0.257,0.027
"3349","DIAMETER","CIRCUMFERENCE",0.061,0
"3350","DIAMETER","GEOMETRY",0.034,0
"3351","DIAMETER","LENGTH",0.054,0.039
"3352","DIAMETER","MEASURE",0.034,0.004
"3353","DIAMETER","MEASUREMENT",0.041,0.001
"3354","DIAMETER","RADIUS",0.068,0
"3355","DIARY","JOURNAL",0.072,0
"3356","DIARY","PERSONAL",0.059,0.017
"3357","DIARY","PRIVATE",0.138,0.018
"3358","DIARY","SECRETS",0.237,0
"3359","DIARY","THOUGHTS",0.033,0
"3360","DICE","GAMBLE",0.124,0.006
"3361","DICE","NUMBER",0.028,0.005
"3362","DICTATOR","COMMUNIST",0.038,0
"3363","DICTATOR","HITLER",0.077,0
"3364","DICTATOR","LEADER",0.085,0.011
"3365","DICTATOR","PRESIDENT",0.062,0.016
"3366","DICTATOR","TEACHER",0.046,0.001
"3367","DICTATOR","TYRANT",0.031,0
"3368","DICTIONARY","DEFINITION",0.055,0
"3369","DICTIONARY","ENCYCLOPEDIA",0.027,0
"3370","DICTIONARY","LEXICON",0.027,0
"3371","DICTIONARY","THESAURUS",0.089,0
"3372","DIE","FUNERAL",0.033,0.005
"3373","DIET","SKINNY",0.056,0.05
"3374","DIET","WEIGHT",0.104,0
"3375","DIFFER","CHANGE",0.063,0.003
"3376","DIFFER","DIFFERENT",0.042,0.282
"3377","DIFFER","DISAGREE",0.028,0.017
"3378","DIFFER","OPPOSE",0.028,0
"3379","DIFFER","SIMILAR",0.028,0.031
"3380","DIFFERENCE","CHANGE",0.035,0
"3381","DIFFERENCE","OPINION",0.045,0.001
"3382","DIFFERENCE","OPPOSITE",0.045,0.006
"3383","DIFFERENCE","SIMILAR",0.091,0.027
"3384","DIFFERENCE","SUBTRACT",0.035,0.004
"3385","DIFFERENT","OPPOSITE",0.027,0.01
"3386","DIFFERENT","SIMILAR",0.027,0.041
"3387","DIFFERENT","STRANGE",0.047,0.012
"3388","DIFFERENT","STROKES",0.034,0
"3389","DIFFERENT","UNIQUE",0.095,0.002
"3390","DIFFICULTY","TROUBLE",0.031,0.001
"3391","DIG","SHOVEL",0.32,0.008
"3392","DIGEST","INGEST",0.027,0
"3393","DIGEST","MAGAZINE",0.041,0.001
"3394","DIGEST","READERS",0.196,0
"3395","DIGEST","STOMACH",0.081,0.003
"3396","DIGESTION","STOMACH",0.338,0.002
"3397","DIGESTION","SWALLOW",0.052,0
"3398","DIGESTION","SYSTEM",0.026,0
"3399","DIGGER","CONSTRUCTION",0.033,0.001
"3400","DIGGER","DAGGER",0.027,0
"3401","DIGGER","PHELPS",0.027,0
"3402","DIGGER","SHOVEL",0.2,0.004
"3403","DIGGER","WORKER",0.033,0.003
"3404","DIGIT","FINGER",0.102,0
"3405","DIGIT","NUMBER",0.72,0.002
"3406","DIGNITY","RESPECT",0.088,0.01
"3407","DILEMMA","CONFUSION",0.034,0
"3408","DILEMMA","PROBLEM",0.614,0.005
"3409","DILEMMA","TROUBLE",0.028,0.017
"3410","DILIGENCE","PERSEVERANCE",0.066,0
"3411","DILIGENCE","PERSISTENCE",0.046,0
"3412","DILL","PICKLE",0.869,0
"3413","DIM","BRIGHT",0.244,0.024
"3414","DIME","NICKEL",0.527,0.029
"3415","DIME","QUARTER",0.139,0.034
"3416","DIMINISH","BELITTLE",0.027,0
"3417","DIMINISH","DECREASE",0.027,0.008
"3418","DIMINISH","DEPLETE",0.034,0
"3419","DIMINISH","DESTROY",0.027,0
"3420","DIMINISH","DISAPPEAR",0.082,0.033
"3421","DIMINISH","FINISH",0.041,0.002
"3422","DIMINISH","LESSON",0.19,0
"3423","DIMINISH","REDUCE",0.034,0.002
"3424","DIMINISH","SHRINK",0.088,0.001
"3425","DIMINISH","VANISH",0.034,0.024
"3426","DINE","DINNER",0.047,0.008
"3427","DINE","RESTAURANT",0.11,0
"3428","DINER","DINNER",0.04,0.023
"3429","DINER","RESTAURANT",0.179,0.01
"3430","DINNER","SUPPER",0.535,0.007
"3431","DINOSAUR","ANCIENT",0.046,0.004
"3432","DINOSAUR","ANIMAL",0.026,0.007
"3433","DINOSAUR","BARNEY",0.026,0
"3434","DINOSAUR","EXTINCT",0.132,0
"3435","DINOSAUR","JURASSIC",0.099,0
"3436","DINOSAUR","LIZARD",0.033,0
"3437","DINOSAUR","PREHISTORIC",0.039,0
"3438","DINOSAUR","TYRANNOSAURUS",0.066,0
"3439","DIP","TOBACCO",0.036,0.001
"3440","DIPLOMA","CERTIFICATE",0.053,0
"3441","DIPLOMA","DEGREE",0.187,0
"3442","DIPLOMA","GRADUATION",0.36,0
"3443","DIPLOMA","HIGH SCHOOL",0.133,0.026
"3444","DIPLOMA","SCHOOL",0.047,0.055
"3445","DIRECT","FORWARD",0.053,0.005
"3446","DIRECT","INDIRECT",0.119,0
"3447","DIRECT","STRAIGHT",0.086,0.007
"3448","DIRECT","STRAIGHTFORWARD",0.033,0
"3449","DIRECTION","COMPASS",0.029,0
"3450","DIRECTION","INSTRUCTION",0.029,0
"3451","DIRECTIONS","FOLLOW",0.079,0.01
"3452","DIRECTIONS","INSTRUCTIONS",0.151,0
"3453","DIRECTOR","CONDUCTOR",0.026,0
"3454","DIRECTOR","INSTRUCTOR",0.033,0.003
"3455","DIRECTOR","LEADER",0.059,0.003
"3456","DIRECTOR","PRODUCER",0.105,0
"3457","DIRECTOR","TEACHER",0.046,0.028
"3458","DIRT","GROUND",0.03,0.002
"3459","DIRTY","FILTHY",0.11,0
"3460","DIRTY","LAUNDRY",0.034,0
"3461","DISAGREE","CONFLICT",0.027,0.001
"3462","DISAGREEMENT","AGREEMENT",0.059,0
"3463","DISAGREEMENT","ARGUMENT",0.444,0.006
"3464","DISALLOW","FORBID",0.055,0.004
"3465","DISALLOW","PREVENT",0.027,0
"3466","DISAPPEAR","APPEAR",0.153,0.011
"3467","DISAPPEAR","EVAPORATE",0.031,0
"3468","DISAPPEAR","MAGICIAN",0.041,0.001
"3469","DISAPPEAR","REAPPEAR",0.082,0
"3470","DISAPPEAR","VANISH",0.276,0.004
"3471","DISAPPOINT","DEPRESSED",0.028,0.013
"3472","DISAPPOINT","DISCOURAGE",0.044,0
"3473","DISAPPOINT","SORROW",0.028,0.001
"3474","DISAPPOINT","UNHAPPY",0.039,0.013
"3475","DISASTER","CATASTROPHE",0.095,0.001
"3476","DISASTER","EARTHQUAKE",0.136,0.007
"3477","DISASTER","HURRICANE",0.082,0.015
"3478","DISASTER","NATURAL",0.027,0
"3479","DISASTER","TRAGEDY",0.075,0.002
"3480","DISBELIEF","AMAZEMENT",0.027,0
"3481","DISBELIEF","BELIEF",0.169,0
"3482","DISBELIEF","BELIEVE",0.041,0.002
"3483","DISBELIEF","UNBELIEVABLE",0.041,0
"3484","DISBELIEVE","BELIEVE",0.156,0.002
"3485","DISBELIEVE","SKEPTIC",0.026,0
"3486","DISBELIEVE","UNBELIEVABLE",0.026,0
"3487","DISBELIEVE","UNSURE",0.026,0.006
"3488","DISBELIEVE","UNTRUE",0.032,0.002
"3489","DISC","COMPACT",0.234,0
"3490","DISC","COMPUTER",0.104,0
"3491","DISC","FRISBEE",0.039,0
"3492","DISC","PLAYER",0.058,0.005
"3493","DISC","RECORD",0.052,0.007
"3494","DISCIPLINE","BEHAVIOR",0.032,0
"3495","DISCIPLINE","PUNISH",0.056,0.012
"3496","DISCIPLINE","PUNISHMENT",0.04,0.007
"3497","DISCIPLINE","STRICT",0.071,0
"3498","DISCOMFORT","COMFORT",0.061,0
"3499","DISCOMFORT","UNCOMFORTABLE",0.068,0.007
"3500","DISCOMFORT","UNEASY",0.054,0.005
"3501","DISCOURAGE","DISALLOW",0.027,0
"3502","DISCOURAGE","DISHEARTEN",0.027,0
"3503","DISCOURAGE","DISSUADE",0.041,0
"3504","DISCOURAGE","ENCOURAGE",0.123,0
"3505","DISCOURAGE","PERSUADE",0.035,0
"3506","DISCOVER","MAGAZINE",0.048,0
"3507","DISCOVER","REVEAL",0.027,0
"3508","DISCOVERY","CHANNEL",0.118,0
"3509","DISCOVERY","COLUMBUS",0.028,0
"3510","DISCOVERY","INVENTION",0.028,0
"3511","DISCOVERY","SCIENCE",0.028,0
"3512","DISCREET","HIDDEN",0.042,0.012
"3513","DISCREET","PRIVATE",0.028,0.02
"3514","DISCREET","SECRET",0.224,0.011
"3515","DISCREET","SECRETIVE",0.049,0
"3516","DISCUSS","CONVERSE",0.03,0
"3517","DISCUSSION","ARGUMENT",0.071,0.001
"3518","DISCUSSION","CONVERSATION",0.057,0.013
"3519","DISCUSSION","LECTURE",0.05,0.001
"3520","DISEASE","CANCER",0.035,0.002
"3521","DISEASE","DEADLY",0.132,0
"3522","DISEASE","ILLNESS",0.042,0.007
"3523","DISGRACE","DISGUST",0.041,0
"3524","DISGRACE","DISHONOR",0.036,0
"3525","DISGRACE","EMBARRASS",0.117,0.032
"3526","DISGUISE","COSTUME",0.061,0.017
"3527","DISGUISE","HALLOWEEN",0.068,0.04
"3528","DISGUISE","INCOGNITO",0.027,0
"3529","DISGUISE","MAKE UP",0.027,0.002
"3530","DISH","WASHER",0.036,0
"3531","DISHES","DINNER",0.035,0.005
"3532","DISHES","PLATES",0.104,0.001
"3533","DISHONEST","HONEST",0.103,0.022
"3534","DISHONEST","TRUTHFUL",0.027,0
"3535","DISHONEST","UNTRUTHFUL",0.027,0.005
"3536","DISHWASHER","APPLIANCE",0.033,0.001
"3537","DISHWASHER","DETERGENT",0.039,0.003
"3538","DISHWASHER","DISHES",0.196,0.003
"3539","DISHWASHER","MACHINE",0.039,0
"3540","DISINTEGRATE","DESTROY",0.066,0.007
"3541","DISINTEGRATE","DISAPPEAR",0.164,0.023
"3542","DISINTEGRATE","DISSOLVE",0.079,0
"3543","DISINTEGRATE","INTEGRATE",0.046,0
"3544","DISMAY","CONFUSED",0.074,0
"3545","DISMAY","DISAPPOINTED",0.074,0
"3546","DISMAY","DISBELIEF",0.074,0.001
"3547","DISMISS","FORGET",0.046,0.009
"3548","DISMISS","GOODBYE",0.04,0.015
"3549","DISMISS","LET GO",0.066,0
"3550","DISMISS","RELEASE",0.066,0
"3551","DISORDER","DISEASE",0.04,0.001
"3552","DISORDER","HANDICAP",0.034,0
"3553","DISORDER","MENTAL",0.054,0.002
"3554","DISORDER","PROBLEM",0.047,0
"3555","DISORDER","UNORGANIZED",0.027,0
"3556","DISOWN","ABANDON",0.053,0
"3557","DISOWN","FAMILY",0.033,0.002
"3558","DISOWN","FORGET",0.039,0.003
"3559","DISOWN","PARENTS",0.026,0.001
"3560","DISOWN","REJECT",0.026,0.001
"3561","DISOWN","THROW AWAY",0.026,0
"3562","DISOWN","UNWANTED",0.026,0
"3563","DISPERSE","DISPENSE",0.039,0
"3564","DISPERSE","SCATTER",0.065,0
"3565","DISPERSE","SEPARATE",0.052,0.003
"3566","DISPERSE","SPREAD",0.208,0
"3567","DISPLAY","COMPUTER",0.034,0
"3568","DISPLAY","PICTURE",0.048,0.005
"3569","DISPLAY","SCREEN",0.027,0.001
"3570","DISPROVE","APPROVE",0.167,0
"3571","DISPROVE","DISAGREE",0.04,0.008
"3572","DISPROVE","DISLIKE",0.033,0.001
"3573","DISREGARD","FORGOT",0.203,0
"3574","DISREGARD","IGNORE",0.386,0
"3575","DISREGARD","REGARD",0.046,0
"3576","DISREGARD","THROW AWAY",0.052,0
"3577","DISSIMILAR","DIFFERENT",0.204,0.137
"3578","DISSIMILAR","SIMILAR",0.257,0.024
"3579","DISSIMILAR","UNLIKE",0.053,0
"3580","DISSOLVE","DILUTE",0.027,0
"3581","DISSOLVE","DISAPPEAR",0.068,0.016
"3582","DISSOLVE","DISINTEGRATE",0.075,0
"3583","DISSOLVE","SOLUTION",0.048,0
"3584","DISSOLVE","SOLVENT",0.027,0
"3585","DISTANCE","LENGTH",0.075,0.008
"3586","DISTANT","RELATIVE",0.039,0.005
"3587","DISTINCT","DIFFERENT",0.063,0.016
"3588","DISTINCT","OBVIOUS",0.028,0
"3589","DISTINCT","UNIQUE",0.077,0.01
"3590","DISTURB","BOTHER",0.316,0.055
"3591","DISTURB","DISRUPT",0.032,0
"3592","DISTURB","INTERRUPT",0.071,0
"3593","DITCH","DIGGER",0.112,0
"3594","DITCH","DRAINAGE",0.031,0
"3595","DITCH","SHOVEL",0.031,0.059
"3596","DIVER","SWIMMER",0.06,0
"3597","DIVIDE","CONQUER",0.041,0
"3598","DIVIDE","MULTIPLY",0.253,0.002
"3599","DIVIDE","SEPARATE",0.103,0.004
"3600","DIVING","SWIMMING",0.167,0
"3601","DIVISION","ADDITION",0.034,0.007
"3602","DIVISION","DIVIDE",0.054,0.065
"3603","DIVISION","MULTIPLICATION",0.182,0
"3604","DIVISION","MULTIPLY",0.068,0.014
"3605","DIVISION","SEPARATE",0.088,0.009
"3606","DIVORCE","BREAK-UP",0.027,0
"3607","DIVORCE","MARRIAGE",0.331,0
"3608","DIVORCE","PARENTS",0.047,0
"3609","DIVORCE","SEPARATE",0.284,0.002
"3610","DIZZY","BLONDE",0.114,0
"3611","DIZZY","HEADACHE",0.033,0
"3612","DO","ACCOMPLISH",0.039,0.001
"3613","DOCTOR","LAWYER",0.101,0
"3614","DOCTOR","MEDICINE",0.066,0.016
"3615","DOCTOR","PHYSICIAN",0.04,0
"3616","DOCTOR","SURGEON",0.04,0
"3617","DOCUMENT","CONTRACT",0.027,0.002
"3618","DOCUMENT","GOVERNMENT",0.027,0.003
"3619","DOCUMENT","IMPORTANT",0.048,0.001
"3620","DOCUMENT","OFFICIAL",0.041,0
"3621","DOG","ANIMAL",0.026,0
"3622","DOLL","BARBIE",0.058,0
"3623","DOLL","PRETTY",0.032,0.004
"3624","DOLLAR","QUARTER",0.027,0.003
"3625","DOLLARS","CHANGE",0.027,0.019
"3626","DOLPHIN","FLIPPER",0.05,0.001
"3627","DOLPHIN","FOOTBALL",0.029,0
"3628","DOLPHIN","MAMMAL",0.129,0.003
"3629","DOLPHIN","PORPOISE",0.043,0
"3630","DOMAIN","KINGDOM",0.035,0
"3631","DOMAIN","TERRITORY",0.056,0
"3632","DOMINANT","AGGRESSIVE",0.034,0.002
"3633","DOMINANT","CONTROL",0.054,0.001
"3634","DOMINANT","FORCEFUL",0.027,0.001
"3635","DOMINANT","OVERBEARING",0.027,0
"3636","DOMINANT","POWERFUL",0.034,0.001
"3637","DOMINANT","RECESSIVE",0.101,0
"3638","DOMINANT","STRONG",0.034,0.029
"3639","DOMINANT","SUBMISSIVE",0.074,0
"3640","DOMINATE","CONQUER",0.027,0.003
"3641","DOMINATE","CONTROL",0.082,0.002
"3642","DOMINATE","OVERPOWER",0.062,0
"3643","DOMINATE","STRONG",0.048,0.035
"3644","DOMINATE","TAKEOVER",0.027,0
"3645","DONATION","CHARITY",0.138,0.001
"3646","DONATION","CHURCH",0.026,0.004
"3647","DONE","FINISH",0.676,0.008
"3648","DONKEY","ANIMAL",0.047,0.012
"3649","DONKEY","STUBBORN",0.054,0
"3650","DONOR","VOLUNTEER",0.042,0
"3651","DOOR","ENTRANCE",0.044,0.002
"3652","DOOR","OPENING",0.028,0.001
"3653","DOOR","WINDOW",0.156,0.003
"3654","DOORBELL","DING DONG",0.026,0
"3655","DOORWAY","ENTRANCE",0.146,0.013
"3656","DOORWAY","HALLWAY",0.097,0.002
"3657","DOORWAY","OPENING",0.062,0.01
"3658","DOORWAY","THRESHOLD",0.035,0
"3659","DOPE","MARIJUANA",0.059,0.013
"3660","DOPE","STUPID",0.052,0.043
"3661","DORM","APARTMENT",0.036,0.004
"3662","DORM","SCHOOL",0.03,0.007
"3663","DOT","CIRCLE",0.068,0.004
"3664","DOT","PERIOD",0.184,0
"3665","DOUBLE","SINGLE",0.054,0.001
"3666","DOUBLE","TRIPLE",0.135,0
"3667","DOUBLE","TROUBLE",0.149,0
"3668","DOUBLE","VISION",0.034,0
"3669","DOUBT","BELIEVE",0.027,0.002
"3670","DOUBT","CERTAIN",0.027,0.002
"3671","DOUBT","CONFUSION",0.041,0
"3672","DOUBT","QUESTION",0.041,0.003
"3673","DOUBT","UNCERTAIN",0.048,0
"3674","DOUBT","UNSURE",0.103,0.002
"3675","DOUBT","WONDER",0.034,0
"3676","DOUGH","COOKIE",0.06,0.002
"3677","DOUGH","DOUGHNUT",0.228,0.002
"3678","DOUGHNUT","BREAKFAST",0.077,0.001
"3679","DOUGHNUT","COFFEE",0.077,0
"3680","DOUGHNUT","POLICE",0.046,0.017
"3681","DOWNSTAIRS","BASEMENT",0.114,0
"3682","DOWNSTAIRS","UPSTAIRS",0.591,0
"3683","DOWNSTREAM","SALMON",0.026,0.026
"3684","DOWNSTREAM","UPSTREAM",0.212,0
"3685","DOWNTOWN","BUILDINGS",0.095,0
"3686","DOWNTOWN","CENTER",0.027,0
"3687","DOWNTOWN","TRAFFIC",0.034,0
"3688","DOWNTOWN","UPTOWN",0.108,0
"3689","DOZE","SNOOZE",0.081,0.014
"3690","DOZEN","DOUGHNUTS",0.046,0
"3691","DOZEN","TWELVE",0.484,0
"3692","DRACULA","FRANKENSTEIN",0.027,0.003
"3693","DRACULA","VAMPIRE",0.163,0.019
"3694","DRAFT","DODGER",0.027,0
"3695","DRAFT","MILITARY",0.054,0.003
"3696","DRAG","BORING",0.054,0.001
"3697","DRAGON","BOARD GAME",0.028,0
"3698","DRAGON","DUNGEON",0.092,0
"3699","DRAGON","FICTION",0.028,0
"3700","DRAGON","KNIGHT",0.035,0.008
"3701","DRAGON","MEDIEVAL",0.028,0.001
"3702","DRAGON","SLAYER",0.063,0
"3703","DRAMA","ACTION",0.028,0
"3704","DRAMA","COMEDY",0.048,0
"3705","DRAMA","THEATER",0.097,0.025
"3706","DRAPES","BLINDS",0.107,0.067
"3707","DRAPES","CURTAINS",0.55,0.023
"3708","DRAPES","WINDOW",0.086,0.127
"3709","DRAW","ARTIST",0.036,0.003
"3710","DRAW","PENCIL",0.084,0.006
"3711","DRAW","PICTURE",0.222,0.008
"3712","DRAW","SKETCH",0.108,0
"3713","DRAWER","CLOTHES",0.127,0.059
"3714","DRAWER","DRESSER",0.305,0.003
"3715","DRAWING","ARTIST",0.028,0.006
"3716","DRAWING","PAINTING",0.084,0.038
"3717","DRAWING","PENCIL",0.07,0.004
"3718","DRAWING","PICTURE",0.182,0.038
"3719","DRAWING","SKETCH",0.098,0
"3720","DRAWING","WRITING",0.035,0
"3721","DREAM","ESCAPE",0.103,0
"3722","DREAM","FANTASY",0.075,0
"3723","DREAM","NIGHTMARE",0.144,0
"3724","DRESS","CLOTHES",0.055,0.023
"3725","DRESS","PRETTY",0.055,0.003
"3726","DRESS","SLACKS",0.031,0.003
"3727","DRESSER","CLOTHES",0.154,0.072
"3728","DRESSER","DRAWER",0.43,0.003
"3729","DRESSER","FURNITURE",0.06,0
"3730","DRESSER","MIRROR",0.034,0
"3731","DRESSING","CLOTHES",0.105,0
"3732","DRESSING","TURKEY",0.066,0
"3733","DRESSING","UNDRESSING",0.033,0
"3734","DRIFT","WANDER",0.034,0
"3735","DRILL","DENTIST",0.048,0.001
"3736","DRILL","SERGEANT",0.069,0
"3737","DRINK","ALCOHOL",0.049,0.017
"3738","DRINK","LIQUID",0.027,0.003
"3739","DRINK","LIQUOR",0.033,0.003
"3740","DRINK","SWALLOW",0.027,0
"3741","DRINK","THIRST",0.087,0.015
"3742","DRIP","COFFEE",0.111,0
"3743","DRIP","FAUCET",0.16,0.009
"3744","DRIVE","WILL POWER",0.027,0
"3745","DRIVER","CHAUFFEUR",0.05,0
"3746","DRIVER","CONTROL",0.036,0
"3747","DRIVER","LICENSE",0.043,0
"3748","DRIVER","PASSENGER",0.129,0.003
"3749","DRIVEWAY","ASPHALT",0.027,0.002
"3750","DRIVEWAY","CEMENT",0.041,0.01
"3751","DRIVEWAY","GARAGE",0.034,0
"3752","DRIVEWAY","PARKWAY",0.041,0
"3753","DRIVEWAY","PAVEMENT",0.062,0.003
"3754","DROP","PICK UP",0.066,0
"3755","DRUG","ADDICTION",0.034,0.001
"3756","DRUG","COCAINE",0.068,0.006
"3757","DRUG","MEDICINE",0.088,0.021
"3758","DRUG","SICKNESS",0.027,0
"3759","DRUGS","ADDICT",0.028,0.001
"3760","DRUGS","ADDICTION",0.035,0.001
"3761","DRUGS","ALCOHOL",0.09,0.001
"3762","DRUGS","COCAINE",0.028,0.009
"3763","DRUGS","ILLEGAL",0.028,0
"3764","DRUGS","MEDICINE",0.062,0
"3765","DRUM","GUITAR",0.032,0.002
"3766","DRUNK","ALCOHOL",0.126,0.018
"3767","DRUNK","LIQUOR",0.028,0.007
"3768","DRUNK","WASTED",0.042,0
"3769","DRY","CLOTHES",0.027,0
"3770","DRY","DESERT",0.033,0
"3771","DRYER","CLOTHES",0.178,0.037
"3772","DRYER","LAUNDRY",0.026,0
"3773","DRYER","WASHER",0.428,0.002
"3774","DUCK","ANIMAL",0.034,0.009
"3775","DUCKS","ANIMALS",0.04,0
"3776","DUCKS","MALLARD",0.033,0
"3777","DUE","DEADLINE",0.027,0
"3778","DUE","PAYMENT",0.073,0.005
"3779","DULL","BORING",0.458,0.004
"3780","DULL","EXCITING",0.035,0.046
"3781","DUMB","STUPID",0.526,0.024
"3782","DUMP","GARBAGE",0.326,0.121
"3783","DUNGEON","CASTLE",0.087,0.002
"3784","DUNGEON","CELLAR",0.04,0.001
"3785","DUNGEON","DRAGON",0.167,0
"3786","DUNGEON","PRISON",0.19,0.028
"3787","DUNK","BASKETBALL",0.218,0.001
"3788","DUNK","DOUGHNUT",0.095,0
"3789","DUPLICATE","DOUBLE",0.08,0.003
"3790","DUPLICATE","REPEAT",0.033,0
"3791","DUSK","EVENING",0.042,0.001
"3792","DUSK","SUNSET",0.048,0.019
"3793","DUST","ALLERGY",0.034,0.002
"3794","DUST","FURNITURE",0.034,0
"3795","DUST","PARTICLES",0.041,0
"3796","DUST","SNEEZE",0.054,0.014
"3797","DUTY","OBLIGATION",0.041,0
"3798","DUTY","OFFICER",0.041,0.001
"3799","DUTY","RESPONSIBILITY",0.054,0.005
"3800","DWARF","MIDGET",0.207,0.001
"3801","DWARF","SNOW WHITE",0.1,0
"3802","DWARVES","LITTLE",0.061,0.011
"3803","DWARVES","MIDGETS",0.061,0
"3804","DWARVES","SNOW WHITE",0.101,0
"3805","DYNAMITE","BLOW UP",0.046,0
"3806","DYNAMITE","DANGER",0.033,0.005
"3807","DYNAMITE","EXPLODE",0.066,0.008
"3808","DYNAMITE","EXPLOSION",0.205,0.017
"3809","DYNAMITE","EXPLOSIVE",0.079,0
"3810","DYNAMITE","FANTASTIC",0.026,0
"3811","DYNASTY","DALLAS",0.039,0
"3812","DYNASTY","EMPIRE",0.125,0.001
"3813","DYNASTY","KINGDOM",0.026,0.01
"3814","DYNASTY","TELEVISION",0.204,0.002
"3815","DYNASTY","WEALTH",0.033,0.004
"3816","EAGER","AMBITION",0.041,0
"3817","EAGER","ANXIOUS",0.122,0.003
"3818","EAGER","BEAVER",0.162,0
"3819","EAGER","EXCITED",0.074,0.012
"3820","EAGER","WILLING",0.081,0.002
"3821","EAGLE","AMERICA",0.041,0
"3822","EAGLE","FREEDOM",0.027,0.009
"3823","EAR","EARRING",0.099,0.002
"3824","EAR","INFECTION",0.028,0
"3825","EAR","LISTEN",0.035,0.084
"3826","EARLY","MORNING",0.264,0.004
"3827","EARNESTNESS","HONESTY",0.178,0
"3828","EARNESTNESS","SINCERITY",0.071,0.006
"3829","EARNESTNESS","TRUTHFULNESS",0.071,0
"3830","EARNESTNESS","TRYING",0.03,0
"3831","EARRING","DIAMOND",0.063,0.048
"3832","EARRING","JEWELRY",0.245,0.009
"3833","EARRING","NECKLACE",0.112,0.02
"3834","EARRING","PIERCED",0.042,0
"3835","EARS","EARRINGS",0.087,0
"3836","EARTH","GROUND",0.174,0.002
"3837","EARTH","PLANET",0.161,0.001
"3838","EARTHQUAKE","CALIFORNIA",0.083,0
"3839","EARTHQUAKE","DESTRUCTION",0.076,0.003
"3840","EARTHQUAKE","DISASTER",0.055,0.002
"3841","EARTHQUAKE","HURRICANE",0.028,0.014
"3842","EARTHQUAKE","RUMBLES",0.048,0
"3843","EARTHQUAKE","TORNADO",0.028,0.006
"3844","EARTHQUAKE","TREMBLE",0.028,0
"3845","EARTHQUAKE","TREMOR",0.069,0
"3846","EASE","COMFORT",0.046,0.002
"3847","EASE","DIFFICULT",0.082,0.006
"3848","EASE","SIMPLE",0.066,0.011
"3849","EASTER","HOLIDAY",0.144,0.003
"3850","EASTER","SUNDAY",0.253,0
"3851","EASY","SIMPLE",0.096,0
"3852","EATING","DISORDER",0.125,0
"3853","EATING","DRINKING",0.066,0
"3854","EATING","HUNGRY",0.072,0.026
"3855","EATING","SLEEPING",0.059,0
"3856","ECONOMIC","BUSINESS",0.034,0
"3857","ECONOMIC","STATUS",0.048,0.001
"3858","ECONOMY","FINANCE",0.027,0
"3859","ECONOMY","GOVERNMENT",0.041,0.002
"3860","ECONOMY","MARKET",0.027,0
"3861","ECSTASY","FANTASY",0.054,0
"3862","ECSTASY","PLEASURE",0.054,0.004
"3863","EDGE","CORNER",0.074,0.001
"3864","EDITOR","AUTHOR",0.026,0.018
"3865","EDITOR","MAGAZINE",0.053,0.039
"3866","EDITOR","NEWSPAPER",0.331,0.004
"3867","EDITOR","PUBLISHER",0.04,0.001
"3868","EDITOR","WRITER",0.066,0.015
"3869","EDITORIAL","ARTICLE",0.032,0.053
"3870","EDITORIAL","COLUMN",0.026,0
"3871","EDITORIAL","NEWSPAPER",0.403,0.022
"3872","EDITORIAL","OPINION",0.13,0.001
"3873","EDUCATE","COLLEGE",0.073,0.031
"3874","EDUCATE","SCHOOL",0.265,0.088
"3875","EDUCATE","TEACHER",0.026,0.021
"3876","EDUCATION","COLLEGE",0.068,0.04
"3877","EDUCATION","KNOWLEDGE",0.027,0.016
"3878","EDUCATION","SCHOOL",0.315,0.061
"3879","EDUCATION","TEACHER",0.068,0.017
"3880","EFFECT","AFFECT",0.094,0
"3881","EFFECT","CHANGE",0.04,0.006
"3882","EFFECT","OUTCOME",0.027,0.005
"3883","EFFECT","RESPONSE",0.027,0.002
"3884","EFFECT","RESULT",0.074,0.008
"3885","EFFECT","SPECIAL",0.04,0
